Codigo;Rubro;Detalle Articulo;Minorista;Mayorista;AMODIL;EL TANO;VIVANCO;GLORIAS;POMPEYA;BRAZZI;JUANCHOS;GUERE GUERE/ABUELO;TUTTO SAN FER;RINCON / LINIERS;JOAQUIN CHINO;VILLA TERRA;;;Costeo Mercaderia sin MO;Gastos Generales Sacado del informe mensual;Costo Total ;;;;;;;;;
1501;ALFAJORES;NEGRO; $ 3.200,00 ; $ 1.320,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.320,00 ; $ 1.320,00 ; $ 1.600,00 ;;; $ -   ; $ -   ; $ -   ;;;1501;ALFAJORES;NEGRO;;;;
1502;ALFAJORES;MAICENA ; $ 3.200,00 ; $ 1.320,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.210,00 ; $ -   ; $ -   ; $ -   ; $ 1.320,00 ; $ 1.320,00 ; $ 1.600,00 ;;; $ -   ; $ -   ; $ -   ;;;1502;ALFAJORES;MAICENA ;;;;
1503;ALFAJORES;TUBITOS MAICENA COOKIES; $ 3.300,00 ; $ 1.760,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.320,00 ; $ 1.760,00 ; $ 1.650,00 ;;; $ 755,17 ; $ 188,79 ; $ 943,96 ;;;1503;ALFAJORES;TUBITOS MAICENA COOKIES;;;;
1504;ALFAJORES;TUBITOS ALMACEN PAN MAICENA; $ 3.300,00 ; $ 1.760,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.540,00 ; $ 1.760,00 ; $ 1.650,00 ;;; $ 579,44 ; $ 144,86 ; $ 724,30 ;;;1504;ALFAJORES;TUBITOS ALMACEN PAN MAICENA;;;;
1505;ALFAJORES;COCO/ NEGRO/NUEZ GRANDES/NUTELLA; $ 4.000,00 ; $ 2.860,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.980,00 ; $ 2.860,00 ; $ 2.000,00 ;;; $ 755,17 ; $ 188,79 ; $ 943,96 ;;;1505;ALFAJORES;COCO/ NEGRO/NUEZ GRANDES/NUTELLA;;;;
1506;ALFAJORES;ALFAJOR PISTACHO Y DDL; $ 4.400,00 ; $ 3.080,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.750,00 ; $ -   ; $ 2.200,00 ;;;  ;;;;;1506;ALFAJORES;ALFAJOR PISTACHO Y DDL;;;;
1507;ALFAJORES;ALFAJOR PISTACHO Y MERMELADA; $ 4.400,00 ; $ 3.080,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.750,00 ; $ -   ; $ 2.200,00 ;;;  ;;;;;1507;ALFAJORES;ALFAJOR PISTACHO Y MERMELADA;;;;
1508;ALFAJORES;ALFAJOR MARIANA MAICENA/MEMBRILLO ; $ 2.300,00 ; $ 1.430,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 990,00 ; $ -   ; $ 1.150,00 ;;;  ;;;;;1508;ALFAJORES;ALFAJOR MARIANA MAICENA/MEMBRILLO ;;;;
1509;ALFAJORES;ALFAJOR MARIANA SIMPLE NEGRO/ BLANCO; $ 2.400,00 ; $ 1.650,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.320,00 ; $ -   ; $ 1.200,00 ;;;  ;;;;;1509;ALFAJORES;ALFAJOR MARIANA SIMPLE NEGRO/ BLANCO;;;;
1510;ALFAJORES;ALFAJOR MARIANA CORAZON FAMBRUESA/MANI; $ 2.400,00 ; $ 1.650,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.320,00 ; $ -   ; $ 1.200,00 ;;;  ;;;;;1510;ALFAJORES;ALFAJOR MARIANA CORAZON FAMBRUESA/MANI;;;;
1511;ALFAJORES;ALFAJOR MARIANA TRIPLE NEGRO/ BLANCO; $ 3.700,00 ; $ 2.530,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.980,00 ; $ -   ; $ 1.850,00 ;;;  ;;;;;1511;ALFAJORES;ALFAJOR MARIANA TRIPLE NEGRO/ BLANCO;;;;
;;PASTELITOS; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;;;PASTELITOS;;;;
1601;PASTELITOS;PASTELITOS; $ 2.000,00 ; $ 1.430,00 ; $ -   ; $ -   ; $ 1.650,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.000,00 ;;; $ -   ; $ -   ; $ -   ;;;1601;PASTELITOS;PASTELITOS;;;;
1602;PASTELITOS;PASTELITOS X12; $ 21.700,00 ; $ 16.610,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 10.850,00 ;;; $ -   ; $ -   ; $ -   ;;;1602;PASTELITOS;PASTELITOS X12;;;;
;;CAFETERIA PARA LLEVAR; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;;;CAFETERIA PARA LLEVAR;;;;
1701;CAFETERIA PARA LLEVAR;CAFETERIA PARA LLEVAR SOLO; $ 3.300,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.650,00 ;;; $ -   ; $ -   ; $ -   ;;;1701;CAFETERIA PARA LLEVAR;CAFETERIA PARA LLEVAR SOLO;;;;
1702;CAFETERIA PARA LLEVAR;CAFETERIA PARA LLEVAR SOLO GRANDE; $ 3.900,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.950,00 ;;; $ -   ; $ -   ; $ -   ;;;1702;CAFETERIA PARA LLEVAR;CAFETERIA PARA LLEVAR SOLO GRANDE;;;;
1703;CAFETERIA PARA LLEVAR;CAFETERIA PARA LLEVAR PROMO 3 MEDIAS LUN O 2 FACTURAS; $ 5.200,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.600,00 ;;; $ -   ; $ -   ; $ -   ;;;1703;CAFETERIA PARA LLEVAR;CAFETERIA PARA LLEVAR PROMO 3 MEDIAS LUN O 2 FACTURAS;;;;
1704;CAFETERIA PARA LLEVAR;CAFETERIA PARA LLEVAR PROMO 3 MEDIAS LUN O 2 FACTURAS GRANDE; $ 5.600,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.800,00 ;;; $ -   ; $ -   ; $ -   ;;;1704;CAFETERIA PARA LLEVAR;CAFETERIA PARA LLEVAR PROMO 3 MEDIAS LUN O 2 FACTURAS GRANDE;;;;
1705;CAFETERIA PARA LLEVAR;TE CON LECHE SOLO; $ 2.000,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.000,00 ;;; $ -   ; $ -   ; $ -   ;;;1705;CAFETERIA PARA LLEVAR;TE CON LECHE SOLO;;;;
1706;CAFETERIA PARA LLEVAR;TE CON LECHE SOLO MAS 3 FACTURAS; $ 3.300,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.650,00 ;;; $ -   ; $ -   ; $ -   ;;;1706;CAFETERIA PARA LLEVAR;TE CON LECHE SOLO MAS 3 FACTURAS;;;;
;;REGALO; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;;;REGALO;;;;
1801;REGALO;BOX CUMPLE GRANDE; $ 27.600,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 13.800,00 ;;; $ -   ; $ -   ; $ -   ;;;1801;REGALO;BOX CUMPLE GRANDE;;;;
1802;REGALO;BOX CUMPLE CHICO; $ 21.700,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 10.850,00 ;;; $ -   ; $ -   ; $ -   ;;;1802;REGALO;BOX CUMPLE CHICO;;;;
;;GASEOSAS; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;;;GASEOSAS;;;;
2001;GASEOSAS;LATA LINEA COCA; $ 2.100,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.210,00 ; $ -   ; $ 1.573,00 ;;;  ;  ;  ;;;2001;GASEOSAS;LATA LINEA COCA;;;;
2002;GASEOSAS;LINEA COCA 500 ; $ 2.100,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.210,00 ; $ -   ; $ 1.573,00 ;;; $ 1.126,90 ; $ 281,73 ; $ 1.408,63 ;;;2002;GASEOSAS;LINEA COCA 500 ;;;;
2003;GASEOSAS;LINEA COCA 1,75; $ 3.700,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 2.530,00 ; $ -   ; $ 3.289,00 ;;; $ 2.313,10 ; $ 578,28 ; $ 2.891,38 ;;;2003;GASEOSAS;LINEA COCA 1,75;;;;
2004;GASEOSAS;LATA LINEA PEPSI; $ 2.100,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 803,00 ; $ -   ; $ 1.043,90 ;;; $ 942,99 ; $ 235,75 ; $ 1.178,74 ;;;2004;GASEOSAS;LATA LINEA PEPSI;;;;
2005;GASEOSAS;LINEA PEPSI 1,500; $ 3.700,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.760,00 ; $ -   ; $ 2.288,00 ;;; $ 1.741,77 ; $ 435,44 ; $ 2.177,21 ;;;2005;GASEOSAS;LINEA PEPSI 1,500;;;;
2008;GASEOSAS;LINEA PEPSI 500; $ 2.100,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.045,00 ; $ -   ; $ 1.358,50 ;;; $ 1.060,94 ; $ 265,24 ; $ 1.326,18 ;;;2008;GASEOSAS;LINEA PEPSI 500;;;;
2026;GASEOSAS;LINEA PEPSI X 1 LITRO; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;;;;;2026;GASEOSAS;LINEA PEPSI X 1 LITRO;;;;
2023;GASEOSAS;PEPSI PETIT ; $ 1.500,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 825,00 ; $ -   ; $ 1.072,50 ;;; $ 2.995,99 ; $ 749,00 ; $ 3.744,99 ;;;2023;GASEOSAS;PEPSI PETIT ;;;;
2006;GASEOSAS;AGUA NESTLE X 500; $ 1.500,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.320,00 ; $ -   ; $ 1.716,00 ;;; $ 1.201,86 ; $ 300,47 ; $ 1.502,33 ;;;2006;GASEOSAS;AGUA NESTLE X 500;;;;
2007;GASEOSAS;AGUA NESTLE X 1,500; $ 3.200,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.540,00 ; $ -   ; $ 2.002,00 ;;; $ 1.113,81 ; $ 278,45 ; $ 1.392,26 ;;;2007;GASEOSAS;AGUA NESTLE X 1,500;;;;
2020;GASEOSAS;AGUA SMART X 500; $ 1.500,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 715,00 ; $ -   ; $ 929,50 ;;; $ 828,52 ; $ 207,13 ; $ 1.035,65 ;;;2020;GASEOSAS;AGUA SMART X 500;;;;
2021;GASEOSAS;AGUA SMART X 1,500; $ 2.400,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.210,00 ; $ -   ; $ 1.573,00 ;;; $ 1.244,23 ; $ 311,06 ; $ 1.555,29 ;;;2021;GASEOSAS;AGUA SMART X 1,500;;;;
2024;GASEOSAS;AGUA ECO DE LOS ANDES 850 CC; $ 2.300,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 825,00 ; $ -   ; $ 1.072,50 ;;; $ 676,38 ; $ 169,09 ; $ 845,47 ;;;2024;GASEOSAS;AGUA ECO DE LOS ANDES 850 CC;;;;
2017;GASEOSAS;PLACER X 500; $ 1.700,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 583,00 ; $ -   ; $ 757,90 ;;; $ 527,34 ; $ 131,84 ; $ 659,18 ;;;2017;GASEOSAS;PLACER X 500;;;;
2018;GASEOSAS;PLACER X 1,500; $ 3.200,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 473,00 ; $ -   ; $ 614,90 ;;; $ 1.288,46 ; $ 322,11 ; $ 1.610,57 ;;;2018;GASEOSAS;PLACER X 1,500;;;;
2009;GASEOSAS;BAGGIO FRESH X 600; $ 2.100,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 693,00 ; $ -   ; $ 900,90 ;;; $ 588,84 ; $ 147,21 ; $ 736,05 ;;;2009;GASEOSAS;BAGGIO FRESH X 600;;;;
2010;GASEOSAS;BAGGIO FRESH X 1,500; $ 3.200,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.045,00 ; $ -   ; $ 1.358,50 ;;; $ 646,28 ; $ 161,57 ; $ 807,85 ;;;2010;GASEOSAS;BAGGIO FRESH X 1,500;;;;
2011;GASEOSAS;BAGGIO CHICO; $ 1.500,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 473,00 ; $ -   ; $ 614,90 ;;; $ 259,80 ; $ 64,95 ; $ 324,75 ;;;2011;GASEOSAS;BAGGIO CHICO;;;;
2012;GASEOSAS;BAGGIO GRANDE X 1LT; $ 3.700,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.650,00 ; $ -   ; $ 2.145,00 ;;; $ 1.507,05 ; $ 376,76 ; $ 1.883,81 ;;;2012;GASEOSAS;BAGGIO GRANDE X 1LT;;;;
2025;GASEOSAS;JUGOS ESTANCIAS; $ 3.100,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 704,00 ; $ -   ; $ 915,20 ;;; $ 889,66 ;;;;;2025;GASEOSAS;JUGOS ESTANCIAS;;;;
2013;GASEOSAS;CITRIC 250; $ 1.700,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 704,00 ; $ -   ; $ 915,20 ;;; $ 595,04 ; $ 148,76 ; $ 743,80 ;;;2013;GASEOSAS;CITRIC 250;;;;
2014;GASEOSAS;CITRIC 500; $ 2.400,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.320,00 ; $ -   ; $ 1.716,00 ;;; $ 1.871,47 ; $ 467,87 ; $ 2.339,33 ;;;2014;GASEOSAS;CITRIC 500;;;;
2015;GASEOSAS;CITRIC LITRO; $ 4.100,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.980,00 ; $ -   ; $ 2.574,00 ;;; $ 3.069,37 ; $ 767,34 ; $ 3.836,71 ;;;2015;GASEOSAS;CITRIC LITRO;;;;
2016;GASEOSAS;GATORADE X 500; $ 3.100,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.210,00 ; $ -   ; $ 1.573,00 ;;; $ 1.252,19 ; $ 313,05 ; $ 1.565,24 ;;;2016;GASEOSAS;GATORADE X 500;;;;
2019;GASEOSAS;POWERADE; $ 2.300,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 704,00 ; $ -   ; $ 915,20 ;;; $ 950,00 ; $ 237,50 ; $ 1.187,50 ;;;2019;GASEOSAS;POWERADE;;;;
2022;GASEOSAS;MONSTER LATA; $ 3.500,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.650,00 ; $ -   ; $ 2.145,00 ;;; $ 1.401,74 ; $ 350,43 ; $ 1.752,17 ;;;2022;GASEOSAS;MONSTER LATA;;;;
2025;GASEOSAS;RED BULL; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 704,00 ; $ -   ; $ 915,20 ;;; $ 889,66 ;;;;;2025;GASEOSAS;RED BULL;;;;
2026;GASEOSAS;RED BULL FREE; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;;;;;2026;GASEOSAS;RED BULL FREE;;;;
;;VARIOS; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;;;VARIOS;;;;
2101;VARIOS;YERBA PLAYADITO; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2101;VARIOS;YERBA PLAYADITO;;;;
2115;VARIOS;YERBA MANANITA; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;;;;;2118;VARIOS;YERBA MANANITA;;;;
2116;VARIOS;YERBA UNION; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;;;;;2116;VARIOS;YERBA UNION;;;;
2102;VARIOS;YERBA TARAGUI; $ 5.100,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2102;VARIOS;YERBA TARAGUI;;;;
2104;PROVEEDOR NUEVO;CHURRO; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2104;PROVEEDOR NUEVO;CHURRO;;;;
2105;PROVEEDOR NUEVO;CHURRO RELLENO; $ -   ; $ 6.600,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2105;PROVEEDOR NUEVO;CHURRO RELLENO;;;;
2106;PROVEEDOR NUEVO;CHURRO RELLENO + BAÑO; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2106;PROVEEDOR NUEVO;CHURRO RELLENO + BAÑO;;;;
2107;PROVEEDOR NUEVO;MINICHURROS; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2107;PROVEEDOR NUEVO;MINICHURROS;;;;
2108;PROVEEDOR NUEVO;CHURROS BOMBON; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2108;PROVEEDOR NUEVO;CHURROS BOMBON;;;;
2109;PROVEEDOR NUEVO;DONUTS Y BERLINESAS; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2109;PROVEEDOR NUEVO;DONUTS Y BERLINESAS;;;;
2110;PROVEEDOR NUEVO;D Y B RELLENAS; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2110;PROVEEDOR NUEVO;D Y B RELLENAS;;;;
2111;PROVEEDOR NUEVO;D Y B RELLENAS + BAÑO; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2111;PROVEEDOR NUEVO;D Y B RELLENAS + BAÑO;;;;
2112;PROVEEDOR NUEVO;D Y B RELLENAS + BAÑO + GLASEADO; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2112;PROVEEDOR NUEVO;D Y B RELLENAS + BAÑO + GLASEADO;;;;
2113;PROVEEDOR NUEVO;PASTELITOS (MEM, BAT, DDL); $ -   ; $ 11.000,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2113;PROVEEDOR NUEVO;PASTELITOS (MEM, BAT, DDL);;;;
2114;PROVEEDOR NUEVO;D Y B RELLENAS + BAÑO x UNIDAD; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ -   ; $ -   ; $ -   ;;;2114;PROVEEDOR NUEVO;D Y B RELLENAS + BAÑO x UNIDAD;;;;
2115;VARIOS;YOGURT  DAHI FIRME ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.210,00 ; $ -   ; $ 1.573,00 ;;;  ;;;;;2115;VARIOS;YOGURT  DAHI FIRME ;;;;
2116;VARIOS;YOGURT DAHI BATIDO; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 1.320,00 ; $ -   ; $ 1.716,00 ;;;  ;;;;;2117;VARIOS;YOGURT DAHI BATIDO;;;;
;;SNACKS; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;;;SNACKS;;;;
2150;SNACKS;LAYS CLASICAS X 20GR; $ 1.700,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 508,58 ; $ 127,15 ; $ 635,73 ;;;2150;SNACKS;LAYS CLASICAS X 20GR;;;;
2151;SNACKS;LAYS CLASICAS X 45GR; $ 3.100,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 1.003,54 ; $ 250,89 ; $ 1.254,43 ;;;2151;SNACKS;LAYS CLASICAS X 45GR;;;;
2152;SNACKS;LAYS CLASICAS X 85GR; $ 5.000,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 890,02 ; $ 222,51 ; $ 1.112,53 ;;;2152;SNACKS;LAYS CLASICAS X 85GR;;;;
2153;SNACKS;LAYS CLASICAS X 145GR; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 1.770,96 ; $ 442,74 ; $ 2.213,70 ;;;2153;SNACKS;LAYS CLASICAS X 145GR;;;;
2156;SNACKS;LAYS ONDAS X 30 GR; $ 3.100,00 ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;2156;SNACKS;LAYS ONDAS X 30 GR;;;;
2154;SNACKS;QUESO Y PIM - CEBOLLA - KETCHUP; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;; $ 413,22 ; $ 103,31 ; $ 516,53 ;;;2154;SNACKS;QUESO Y PIM - CEBOLLA - KETCHUP;;;;
2155;SNACKS;JAMON SERRANO - QUESO Y CEB; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ;;;  ;  ;  ;;;2155;SNACKS;JAMON SERRANO - QUESO Y CEB;;;;
